datetime,microsec,label,impulses, pax,pay,paz,pzx,pzy,pzz,pmx,pmy,pmz, bax,bay,baz,bzx,bzy,bzz,bmx,bmy,bmz
Tue May 16 21:25:52 2023,073307,0,0,-0.000977,-0.053284,1.027161, 32.501678,1.233673,16.658325, 0.623840,0.002520,0.417340, -0.037781,0.046936,1.087036, -35.484924,17.929382,23.013611, -0.178920,-0.297080,0.414120
Tue May 16 21:25:52 2023,132692,0,0,0.095459,-0.030212,1.068726, 30.490417,2.467346,22.497711, 0.631400,-0.014280,0.432180, -0.059570,0.066650,1.068909, -31.006317,13.278809,25.690308, -0.180740,-0.270900,0.414540
Tue May 16 21:25:52 2023,192038,0,0,0.045349,-0.126892,1.162537, 33.600769,10.624542,19.753723, 0.634620,-0.029960,0.440160, 0.046570,0.078308,1.027710, -30.153961,22.437897,11.372223, -0.188020,-0.262360,0.423780
Tue May 16 21:25:52 2023,251409,0,0,0.074951,-0.179138,1.160339, 30.819397,24.224854,23.350067, 0.631540,-0.056840,0.452480, -0.041992,0.104919,1.053101, -42.505646,18.976135,18.303223, -0.192500,-0.237020,0.430640
Tue May 16 21:25:52 2023,310758,0,0,0.068054,-0.015930,1.088806, 20.964966,32.733459,12.179718, 0.624260,-0.065940,0.471380, -0.068054,-0.027161,0.992615, -51.776886,18.295746,16.658325, -0.198100,-0.220780,0.427840
Tue May 16 21:25:52 2023,357844,0,0,0.149414,-0.068359,1.071411, 18.901367,29.525909,7.304840, 0.612500,-0.076300,0.485940, -0.120056,-0.003296,0.991943, -54.647980,19.379883,10.803986, -0.206500,-0.195440,0.437080
Tue May 16 21:25:52 2023,404901,0,0,0.024109,-0.192932,1.100586, 8.239441,15.663910,-12.837677, 0.601860,-0.084980,0.497560, -0.060608,-0.045654,0.903503, -63.164062,20.232239,20.456543, -0.208880,-0.170100,0.428960
Tue May 16 21:25:52 2023,460463,0,0,-0.087402,-0.349060,1.298828, 1.173859,29.675446,-8.015137, 0.597800,-0.081620,0.502880, 0.117859,0.204651,0.859070, -80.024261,18.475189,50.303955, -0.212660,-0.123480,0.422520
Tue May 16 21:25:52 2023,519717,0,0,-0.332886,-0.802185,1.207947, -8.157196,52.412415,8.762817, 0.574840,-0.077280,0.503860, 0.303528,0.119873,0.372986, -107.516479,12.052612,69.840851, -0.220220,-0.074340,0.424200
Tue May 16 21:25:52 2023,579514,0,0,-0.156250,0.239990,0.675598, -51.081543,59.545288,28.135223, 0.559580,-0.068460,0.508060, -0.007141,-0.508545,1.156555, -96.017151,0.052338,94.282532, -0.207340,-0.000420,0.407960
Tue May 16 21:25:52 2023,638875,0,0,-0.336426,0.062927,0.615906, -24.785614,76.988678,77.945709, 0.541380,-0.056420,0.507500, -0.387573,-0.796265,1.183044, -51.432953,24.022980,76.173706, -0.193480,0.040320,0.392980
Tue May 16 21:25:52 2023,698231,0,0,-0.265015,0.206787,0.867798, -38.034515,38.557892,39.283142, 0.531720,-0.057680,0.510020, 0.256165,-0.504578,1.741028, 32.740936,-4.979553,146.403351, -0.157780,0.069020,0.396200
Tue May 16 21:25:52 2023,757599,0,0,-0.185303,0.275269,0.858582, -49.436646,-8.882446,6.639404, 0.530740,-0.038360,0.498120, 0.141602,-0.333862,1.229858, 123.404694,55.373230,34.602661, -0.153160,0.025200,0.415380
Tue May 16 21:25:52 2023,804668,0,0,-0.138855,0.281189,0.728638, -34.415741,-1.585083,22.946320, 0.532840,-0.026600,0.490980, 0.143127,-0.341736,1.139160, 178.658295,17.742462,39.335480, -0.159040,-0.019600,0.438200
Tue May 16 21:25:52 2023,851745,0,0,-0.179199,0.265442,1.009399, -9.039459,6.602020,91.942291, 0.539560,-0.020860,0.491260, -0.060974,-0.174988,0.563354, 201.641998,-0.067291,65.093079, -0.155400,-0.109200,0.438900
Tue May 16 21:25:52 2023,909979,0,0,0.060669,-0.167908,1.293884, -8.254395,65.638885,123.995361, 0.553560,-0.033040,0.495180, 0.175842,0.056641,0.942993, 155.151215,-41.690674,141.117249, -0.130900,-0.200200,0.451220
Tue May 16 21:25:52 2023,970065,0,0,0.130615,-0.515991,1.516907, -21.234131,27.342682,58.864899, 0.560980,-0.056000,0.499520, 0.129333,0.156311,1.125977, 67.186584,-49.130096,124.331818, -0.110320,-0.265300,0.448280
Tue May 16 21:25:53 2023,030219,0,0,-0.113342,-0.456116,1.577026, -29.989471,52.397461,11.932983, 0.550340,-0.044660,0.498260, 0.169861,0.284302,1.206055, -30.535278,-20.209808,63.934174, -0.094500,-0.258300,0.449260
Tue May 16 21:25:53 2023,089670,0,0,-0.143311,0.115967,1.130371, 4.912262,33.264313,-6.093597, 0.523880,-0.040600,0.502040, -0.171387,0.709900,1.185364, -59.926605,52.681580,1.517792, -0.097720,-0.221340,0.454020
Tue May 16 21:25:53 2023,149299,0,0,0.195007,-0.436707,1.172424, -12.433929,55.642395,37.189636, 0.513660,-0.055020,0.517440, -0.224548,-0.525024,0.646667, -51.388092,59.754639,-62.707977, -0.109340,-0.209440,0.455980
Tue May 16 21:25:53 2023,209104,0,0,-0.339966,0.363708,0.550415, 22.953796,6.362762,46.812286, 0.515060,-0.052080,0.511980, -0.143127,-0.075684,0.905640, -39.073792,19.783630,29.219360, -0.122220,-0.178080,0.446600
Tue May 16 21:25:53 2023,256177,0,0,0.314575,-0.297363,1.032471, 15.267639,-14.161072,5.368347, 0.511000,-0.068320,0.522060, -0.121521,0.106750,0.979248, -34.752197,-0.620575,21.981812, -0.126280,-0.165200,0.451360
Tue May 16 21:25:53 2023,303228,0,0,0.130493,0.000122,1.057983, 9.413300,-52.928314,-19.955597, 0.525280,-0.069160,0.523460, -0.084412,-0.019653,0.930054, -27.208099,11.604004,22.079010, -0.123060,-0.154700,0.455420
Tue May 16 21:25:53 2023,363037,0,0,-0.036255,-0.027588,1.050415, 9.794617,10.205841,21.929474, 0.534240,-0.074480,0.511420, 0.026611,0.125671,1.093018, -24.366913,-1.884155,51.036682, -0.120820,-0.135800,0.458640
Tue May 16 21:25:53 2023,422539,0,0,0.033264,-0.136536,1.292175, 6.093597,18.557434,25.981903, 0.533820,-0.087500,0.519820, -0.058777,0.134644,1.103088, -32.628784,-0.643005,46.744995, -0.110040,-0.116760,0.454160
Tue May 16 21:25:53 2023,481944,0,0,0.239990,-0.150879,1.254150, 3.521576,68.868866,40.696259, 0.520520,-0.094780,0.537740, -0.165955,0.167969,1.083008, -36.546631,4.044952,28.718414, -0.103740,-0.095760,0.450380
Tue May 16 21:25:53 2023,541214,0,0,0.033325,-0.037598,1.090881, -2.497253,59.552765,17.690125, 0.494340,-0.097860,0.546420, -0.016968,-0.052917,1.011169, -42.782288,2.923431,31.918488, -0.102480,-0.077280,0.448420
Tue May 16 21:25:53 2023,600857,0,0,0.095703,-0.110046,0.895935, 3.446808,69.781036,32.845612, 0.465780,-0.094220,0.549780, -0.086243,-0.046570,0.993286, -43.343048,9.824524,40.307465, -0.094360,-0.053060,0.451500
Tue May 16 21:25:53 2023,660633,0,0,0.233826,0.038269,1.106934, 3.932800,55.948944,26.789398, 0.444080,-0.098000,0.549920, -0.176514,-0.181580,0.977173, -40.202789,13.682556,30.916595, -0.090720,-0.029540,0.445900
Tue May 16 21:25:53 2023,707718,0,0,-0.041382,-0.060913,0.992615, 5.323486,48.180542,27.200623, 0.419020,-0.101780,0.559440, -0.106567,-0.177368,0.960144, -42.236481,3.282318,44.756165, -0.085820,-0.015120,0.439600
Tue May 16 21:25:53 2023,754780,0,0,-0.070923,-0.009766,0.930359, 10.048828,53.571320,28.299713, 0.399140,-0.107940,0.561960, -0.115234,-0.274475,0.949219, -42.924347,7.028198,52.958221, -0.078960,0.012040,0.433300
Tue May 16 21:25:53 2023,814509,0,0,-0.040405,-0.104370,1.191650, 20.576172,55.425568,30.303497, 0.376460,-0.112980,0.562240, -0.097351,-0.164062,0.977722, -47.066498,5.749664,64.180908, -0.067620,0.033040,0.428400
Tue May 16 21:25:53 2023,873895,0,0,-0.063904,-0.626648,1.251099, 21.473389,52.861023,23.851013, 0.347620,-0.124740,0.558880, 0.074341,0.314087,0.455322, -66.939850,12.015228,107.142639, -0.052080,0.067200,0.407960
Tue May 16 21:25:53 2023,933740,0,0,-0.288635,-0.373718,1.148010, -16.934967,74.483948,32.426910, 0.319480,-0.116060,0.549780, 0.107239,0.116272,0.920471, -90.117950,20.419159,131.554413, -0.017080,0.098700,0.388640
Tue May 16 21:25:53 2023,993143,0,0,-0.183289,0.192383,0.649170, -34.826965,76.569977,71.366119, 0.283220,-0.092960,0.539560, -0.424194,-0.843262,0.919250, -55.485382,17.368622,102.806091, 0.015960,0.121800,0.365820
Tue May 16 21:25:54 2023,053404,0,0,-0.289612,0.147705,0.724976, -14.856415,77.310181,75.209198, 0.257320,-0.073220,0.514360, 0.049866,-0.440186,1.508240, -31.036224,10.669403,183.832245, 0.063700,0.124180,0.353640
Tue May 16 21:25:54 2023,112837,0,0,-0.232056,0.276184,0.900574, -31.178284,40.307465,37.384033, 0.239680,-0.049140,0.503720, 0.231750,-0.305969,1.476868, 70.124969,29.353943,102.357483, 0.121520,0.088900,0.360640
Tue May 16 21:25:54 2023,160008,0,0,-0.159912,0.156616,0.978516, -27.290344,10.280609,24.808044, 0.237440,-0.034860,0.492380, 0.196960,-0.353088,1.032532, 113.236237,35.993347,47.739410, 0.121940,0.039200,0.388220
Tue May 16 21:25:54 2023,207070,0,0,-0.118225,0.011414,1.047363, -16.538696,14.011536,35.582123, 0.241220,-0.018760,0.485100, 0.078247,-0.370605,0.820801, 127.883301,-18.863983,87.329102, 0.126420,-0.003500,0.398720
Tue May 16 21:25:54 2023,266603,0,0,-0.048523,-0.051025,1.130554, -16.262054,12.830200,54.393768, 0.242620,-0.008400,0.479080, 0.173157,-0.002563,0.875854, 109.378204,-15.783539,69.653931, 0.156940,-0.099960,0.410760
Tue May 16 21:25:54 2023,325977,0,0,-0.148438,-0.179749,1.222168, -18.437805,15.888214,19.028473, 0.245840,0.012880,0.471100, 0.265320,0.041321,1.061584, 78.424225,-14.377899,9.944153, 0.178080,-0.159880,0.410340
Tue May 16 21:25:54 2023,385342,0,0,-0.140808,-0.137451,1.259949, -12.396545,13.585358,6.474915, 0.240520,0.024640,0.467880, 0.072754,0.111572,1.028198, 59.971466,15.574188,-46.700134, 0.181300,-0.194740,0.410620
Tue May 16 21:25:54 2023,444706,0,0,-0.047485,-0.075684,1.109680, -21.144409,-11.888123,-14.078827, 0.236040,0.024360,0.434140, 0.007751,-0.056824,0.994385, 36.030731,13.084412,-50.543213, 0.181860,-0.206780,0.408940
Tue May 16 21:25:54 2023,504088,0,0,-0.160278,-0.144104,1.131287, -17.106934,-20.583649,-31.843719, 0.237580,0.032620,0.462280, 0.016418,-0.004578,1.017395, 8.456268,12.104950,-8.740387, 0.184380,-0.212520,0.401100
Tue May 16 21:25:54 2023,563343,0,0,-0.107788,-0.117737,1.188416, -0.388794,-7.454376,-28.823090, 0.228480,0.029820,0.454860, 0.061646,0.027588,1.072388, -12.650757,10.078735,15.581665, 0.185080,-0.211820,0.406420
Tue May 16 21:25:54 2023,610413,0,0,-0.116699,-0.067017,1.164246, 12.374115,-13.218994,-13.390961, 0.230720,0.022260,0.463680, 0.103455,0.099487,1.136047, -20.890198,17.906952,8.374023, 0.185080,-0.209440,0.411460
Tue May 16 21:25:54 2023,657467,0,0,-0.088989,-0.043823,1.148499, 17.248993,-20.927582,-3.828125, 0.230300,0.012600,0.467600, 0.037903,0.080139,1.149841, -23.873444,29.361420,-10.332947, 0.186620,-0.203140,0.408660
Tue May 16 21:25:54 2023,717147,0,0,-0.105835,0.037781,1.058594, 20.015411,-17.234039,-0.082245, 0.238980,0.009940,0.473200, 0.032837,0.149597,1.162292, -9.278717,31.664276,-8.374023, 0.174020,-0.184100,0.412580
Tue May 16 21:25:54 2023,776891,0,0,-0.261902,-0.661072,1.160400, 4.471130,-1.869202,1.158905, 0.246540,-0.003080,0.481040, 0.154663,0.207458,0.912354, -14.138641,22.662201,0.059814, 0.166040,-0.184660,0.416920
Tue May 16 21:25:54 2023,836662,0,0,-0.098572,-0.009766,1.119263, 24.441681,2.796326,9.458160, 0.251300,-0.008120,0.485100, 0.033203,0.099854,1.103271, -21.009827,24.217377,7.805786, 0.161560,-0.178080,0.422380
Tue May 16 21:25:54 2023,896403,0,0,-0.099792,0.061584,0.963928, 17.002258,5.256195,23.895874, 0.251440,-0.013020,0.491960, 0.071167,-0.020447,1.055298, -20.927582,18.138733,28.075409, 0.156520,-0.174720,0.417480
Tue May 16 21:25:54 2023,956121,0,0,-0.110657,-0.005310,1.007080, 16.217194,-4.545898,5.996399, 0.256340,-0.018480,0.493920, 0.071777,-0.006104,1.041260, -10.160980,25.488434,14.041443, 0.150220,-0.171640,0.421820
Tue May 16 21:25:55 2023,015910,0,0,0.025085,-0.054382,1.030334, 24.576263,-10.579681,-0.224304, 0.256480,-0.026740,0.497700, -0.090576,0.094849,1.022888, -2.676697,30.049286,7.753448, 0.138740,-0.167860,0.421260
Tue May 16 21:25:55 2023,062991,0,0,0.077698,-0.020569,0.972717, 18.422852,-18.392944,-0.635529, 0.263060,-0.037800,0.512120, -0.095032,0.073059,0.995850, -2.198181,20.411682,13.413391, 0.137760,-0.170100,0.438340
Tue May 16 21:25:55 2023,110274,0,0,0.051514,-0.073547,1.044861, 17.727509,-4.134674,2.310333, 0.266000,-0.040740,0.515200, -0.076660,0.199219,1.070801, -2.714081,16.463928,11.372223, 0.134820,-0.175560,0.434560
Tue May 16 21:25:55 2023,169688,0,0,-0.044678,-0.124084,1.051575, 14.579773,-0.515900,-1.502838, 0.269780,-0.049140,0.515200, 0.012573,0.154846,1.089600, -11.185303,7.499237,17.764893, 0.134680,-0.175280,0.430780
Tue May 16 21:25:55 2023,229036,0,0,-0.027405,-0.090515,1.121094, 16.493835,5.241241,4.172058, 0.264740,-0.056140,0.517720, 0.000305,0.142212,1.091125, -17.675171,14.744263,10.706787, 0.135940,-0.165900,0.427700
Tue May 16 21:25:55 2023,288764,0,0,0.052979,-0.044617,1.037292, 21.413574,1.973877,0.463562, 0.266980,-0.065240,0.523600, -0.067078,0.100952,1.052185, -20.321960,18.863983,2.863617, 0.131180,-0.163520,0.433580
Tue May 16 21:25:55 2023,348530,0,0,0.042175,0.007324,0.975586, 17.802277,-2.205658,-11.686249, 0.263480,-0.075600,0.525840, -0.060120,0.088928,1.048218, -21.271515,17.301331,-1.794434, 0.127960,-0.152460,0.433860
Tue May 16 21:25:55 2023,407886,0,0,0.049744,-0.017700,1.025085, 16.807861,-8.359070,-17.077026, 0.259700,-0.084560,0.539560, -0.065430,0.093079,1.030151, -24.785614,16.052704,-5.787048, 0.126560,-0.135100,0.428680
Tue May 16 21:25:55 2023,467256,0,0,0.018982,-0.053406,1.051208, 12.807770,-12.792816,-23.948212, 0.262500,-0.096320,0.536200, -0.050232,0.105347,1.040955, -31.469879,15.925598,-11.446991, 0.124740,-0.121660,0.427420
Tue May 16 21:25:55 2023,514314,0,0,-0.009460,-0.010315,1.009766, 9.719849,-13.966675,-26.849213, 0.263760,-0.107660,0.539000, -0.003906,0.029480,1.014404, -39.320526,7.723541,-9.196472, 0.118720,-0.104720,0.430920
Tue May 16 21:25:55 2023,561373,0,0,-0.033936,0.009644,0.959778, 8.972168,-10.744171,-30.206299, 0.271320,-0.111580,0.544180, 0.010925,-0.039551,0.979675, -44.606628,6.811371,-11.708679, 0.121100,-0.077420,0.422100
Tue May 16 21:25:55 2023,620653,0,0,-0.047180,0.025452,0.922241, 10.489960,-5.540314,-30.744629, 0.267820,-0.122080,0.546560, 0.048340,-0.058899,0.916748, -47.305756,3.715973,-15.357361, 0.122920,-0.059360,0.425460
Tue May 16 21:25:55 2023,680401,0,0,0.010010,-0.036682,0.939270, 13.233948,-5.016937,-37.182159, 0.266280,-0.134540,0.545720, -0.053528,-0.025085,0.905518, -47.522583,6.968384,-26.572571, 0.119840,-0.032480,0.425180
Tue May 16 21:25:55 2023,740178,0,0,0.015869,-0.365173,1.110107, 9.293671,-11.775970,-45.174866, 0.260400,-0.147420,0.550760, 0.034668,0.247009,0.866943, -59.515381,-1.054230,-34.363403, 0.120680,-0.001260,0.412020
Tue May 16 21:25:55 2023,799941,0,0,-0.122498,-0.577087,1.471558, -11.162872,-5.622559,-66.371613, 0.259840,-0.155680,0.543200, 0.214844,0.533020,0.882202, -89.609528,-8.762817,-6.542206, 0.113400,0.041860,0.390040
Tue May 16 21:25:55 2023,859725,0,0,0.287720,-0.087463,1.109680, -46.505737,-4.874878,-46.804810, 0.246260,-0.154700,0.547960, -0.273804,0.042053,1.030212, -89.691772,22.849121,-50.894623, 0.111860,0.088480,0.368340
Tue May 16 21:25:55 2023,919475,0,0,0.120361,-0.066040,0.641174, -51.171265,-34.378357,-45.287018, 0.254940,-0.128520,0.542780, -0.615051,-0.642456,0.692261, -78.394318,29.570770,-93.392792, 0.083860,0.136920,0.333480
Tue May 16 21:25:55 2023,966546,0,0,0.220520,0.067566,0.782715, -35.163422,-56.734009,-30.976410, 0.267960,-0.117740,0.539000, -0.096497,-0.400940,1.486328, -33.668060,-29.032440,-5.607605, 0.070980,0.161420,0.321580
Tue May 16 21:25:56 2023,013603,0,0,0.054016,0.147522,0.879761, -42.722473,-68.734283,-51.238556, 0.284760,-0.104580,0.545020, -0.148132,-0.382446,1.426819, 53.369446,36.883087,-110.596924, 0.061320,0.159460,0.330960
Tue May 16 21:25:56 2023,073295,0,0,0.116089,0.183105,0.858032, -51.814270,-102.716370,-63.223877, 0.308280,-0.086380,0.548240, -0.286987,-0.534790,1.054382, 97.938690,-17.914429,-39.941101, 0.024780,0.139020,0.359380
Tue May 16 21:25:56 2023,132568,0,0,-0.034790,0.199341,0.799072, -61.952820,-102.305145,-56.150818, 0.351540,-0.055860,0.551880, -0.056396,-0.298767,1.215820, 155.637207,-33.555908,-52.980652, 0.030380,0.077980,0.400260
Tue May 16 21:25:56 2023,192368,0,0,-0.088135,0.316223,0.860596, -46.961823,-99.486389,-35.963440, 0.388640,-0.031360,0.532980, -0.006042,-0.117920,0.782654, 187.727661,2.826233,-79.770050, 0.029120,-0.015960,0.444780
Tue May 16 21:25:56 2023,252106,0,0,-0.291992,0.107788,0.998169, -38.438263,-49.623566,-13.518066, 0.414400,-0.016380,0.524440, -0.129150,-0.055420,0.843872, 193.746490,15.424652,-67.754822, 0.028140,-0.129360,0.468580
Tue May 16 21:25:56 2023,311535,0,0,-0.067139,-0.050354,1.287170, -39.006500,-5.435638,34.879303, 0.424760,0.005460,0.516040, -0.135803,-0.111755,0.687195, 170.433807,41.929932,-35.170898, 0.035000,-0.236600,0.462140
Tue May 16 21:25:56 2023,368982,0,0,0.042175,-0.627136,1.541626, -23.671570,-17.794800,2.915955, 0.458500,0.009100,0.506520, -0.044373,0.165039,1.075745, 66.177216,17.443390,0.478516, 0.025620,-0.300580,0.438620
Tue May 16 21:25:56 2023,416088,0,0,0.135437,-0.217773,1.409912, -30.153961,-7.835693,-41.376648, 0.456680,0.028140,0.490000, -0.044983,-0.057922,1.069763, -42.797241,17.839661,15.596619, 0.024920,-0.308000,0.442400
Tue May 16 21:25:56 2023,463173,0,0,-0.152100,0.237122,1.185791, -3.304749,10.325470,-35.268097, 0.441280,0.039620,0.489860, -0.031128,-0.184082,1.114380, -73.728790,35.978394,15.267639, 0.014420,-0.285180,0.452620
Tue May 16 21:25:56 2023,523027,0,0,-0.331909,-1.341248,0.914185, 52.285309,29.002533,20.209808, 0.431060,0.027160,0.493640, 0.839783,0.207214,0.856445, -78.222351,36.927948,-45.810394, -0.009100,-0.243040,0.466480
Tue May 16 21:25:56 2023,582401,0,0,-0.208252,0.765137,0.829773, 10.475006,-55.216217,-34.812012, 0.431200,0.027720,0.501760, -0.291565,-0.317261,0.941895, -82.521515,72.502594,5.099182, -0.037800,-0.195020,0.470400
Tue May 16 21:25:56 2023,641729,0,0,0.038330,-0.070007,0.793213, 70.304413,14.325562,14.519958, 0.438060,0.001820,0.508620, 0.039062,0.080383,0.941956, -48.935699,17.473297,32.897949, -0.043820,-0.158620,0.474320
Tue May 16 21:25:56 2023,701357,0,0,0.130127,-0.040039,0.969116, 44.083252,-61.122894,-38.856964, 0.446740,-0.027440,0.529340, -0.089478,-0.077271,0.808838, -49.100189,32.112885,15.723724, -0.049140,-0.129640,0.473480
Tue May 16 21:25:56 2023,760617,0,0,-0.145325,0.029907,0.821899, 44.591675,-16.591034,-9.480591, 0.462840,-0.049280,0.540820, 0.031738,-0.069702,0.941772, -41.032715,-0.254211,46.999207, -0.046200,-0.105980,0.472500
Tue May 16 21:25:56 2023,812973,0,0,0.050232,-0.028137,1.015076, 45.630951,14.669495,16.725616, 0.461160,-0.070560,0.547680, -0.095581,-0.052979,1.048157, -37.727966,-0.276642,37.062531, -0.038780,-0.096040,0.465640
Tue May 16 21:25:56 2023,860031,0,0,0.197449,-0.029480,1.167419, 51.253510,19.155579,19.649048, 0.458360,-0.096740,0.557620, -0.212097,0.170471,1.173279, -31.933441,3.910370,20.090179, -0.033880,-0.081060,0.468580
Tue May 16 21:25:56 2023,909217,0,0,0.147278,0.040527,1.204651, 44.658966,5.263672,-2.026215, 0.450520,-0.116760,0.567980, -0.186401,-0.097412,1.120850, -39.245758,18.086395,5.996399, -0.037380,-0.066500,0.466480
Tue May 16 21:25:56 2023,968988,0,0,-0.005188,-0.066467,1.068848, 39.671936,5.009460,-12.987213, 0.452200,-0.131740,0.563640, 0.097229,0.085144,1.032837, -44.913177,10.437622,2.721558, -0.037940,-0.046620,0.463540
Tue May 16 21:25:57 2023,028770,0,0,-0.086853,-0.103638,0.953674, 43.111267,33.436279,4.964600, 0.436800,-0.157640,0.581980, 0.133057,0.079468,0.933228, -58.423767,3.760834,1.929016, -0.043400,-0.017360,0.461300
Tue May 16 21:25:57 2023,088581,0,0,0.123291,-0.372620,1.370789, 31.163330,40.105591,0.635529, 0.407120,-0.177660,0.586880, -0.038513,0.373474,1.003113, -78.813019,12.321777,-25.884705, -0.035140,0.022680,0.441560
Tue May 16 21:25:57 2023,147937,0,0,0.195618,-0.672852,1.521912, -4.089813,-0.321503,-48.352509, 0.399280,-0.179480,0.581840, 0.196960,0.783630,0.593384, -113.288574,13.458252,-2.452393, -0.050960,0.094360,0.416780
Tue May 16 21:25:57 2023,208053,0,0,-0.017944,-0.427368,0.673523, -28.000641,3.715973,-51.881561, 0.376460,-0.166600,0.588140, -0.405334,0.438110,0.986877, -135.995636,15.297546,0.157013, -0.049000,0.117040,0.391300
Tue May 16 21:25:57 2023,255552,0,0,-0.108032,-0.271118,0.160095, -80.809326,-20.187378,13.495636, 0.376600,-0.125580,0.571340, -0.858276,-0.951477,0.256775, -69.392242,26.303406,-123.247681, -0.051660,0.153020,0.369320
Tue May 16 21:25:57 2023,302843,0,0,-0.319397,0.026611,0.451416, -33.638153,35.245667,65.526733, 0.376880,-0.093660,0.559160, -0.234192,-0.767822,1.341187, -77.721405,-15.768585,77.527008, -0.070000,0.189280,0.343980
Tue May 16 21:25:57 2023,356819,0,0,-0.128052,0.246826,0.803833, -74.498901,-38.318634,-4.994507, 0.370440,-0.066500,0.556920, 0.186035,-0.626343,1.976562, 44.397278,14.333038,17.278900, -0.029260,0.182980,0.343140
Tue May 16 21:25:57 2023,416558,0,0,-0.265259,0.455200,0.675354, -79.224243,-98.992920,-43.978577, 0.403900,-0.024360,0.530460, -0.058716,-0.640991,1.427917, 146.896820,48.300171,-38.946686, -0.064120,0.140140,0.382200
Tue May 16 21:25:57 2023,475959,0,0,-0.108643,0.544006,0.939026, -90.304871,-59.358368,-30.258636, 0.426860,0.013440,0.509880, -0.140198,-0.609619,1.274353, 202.098083,-6.108551,1.786957, -0.078260,0.043960,0.441700
Tue May 16 21:25:57 2023,535297,0,0,0.050110,0.491516,1.059814, -24.980011,-36.471863,25.630493, 0.443380,0.042140,0.484400, 0.085693,-0.130615,0.821472, 225.993958,-15.925598,30.296021, -0.048440,-0.090020,0.467180
